"director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","movie_facebook_likes","genres"
"Peter Ramsey",256,97,52,161,"Kamil McFadden",20000,103400692,"Hugh Jackman","Rise of the Guardians ",123553,20645,"Khamani Griffin",174,"PG",1.45e+08,2012,315,7.3,25000,"Action"
"Dean Parisot",135,90,23,233,"Richard Burgi",957,110332737,"John Michael Higgins","Fun with Dick and Jane ",110788,1997,"David Herman",258,"PG-13",1e+08,2005,550,6.1,2000,"Comedy_Crime"
"Edward Zwick",190,154,380,445,"Tony Goldwyn",10000,111110575,"Tom Cruise","The Last Samurai ",317166,11945,"Chad Lindberg",928,"R",1.4e+08,2003,956,7.7,0,"Drama_Action"
"J.J. Abrams",518,127,14000,981,"Leonard Nimoy",26000,257704099,"Chris Hemsworth","Star Trek ",504419,39284,"Bruce Greenwood",1559,"PG-13",1.5e+08,2009,12000,8,19000,"Action"
"Dean DeBlois",292,102,255,953,"Djimon Hounsou",18000,176997107,"Gerard Butler","How to Train Your Dragon 2 ",221128,23378,"America Ferrera",343,"PG",1.45e+08,2014,3000,7.9,46000,"Comedy_Action"
"Alex Proyas",184,126,295,284,"Elodie Yung",18000,31141074,"Gerard Butler","Gods of Egypt ",51892,19769,"Bryan Brown",273,"PG-13",1.4e+08,2016,934,5.5,24000,"Action"
"Rob Cohen",145,121,357,653,"Joe Morton",820,31704416,"Sam Shepard","Stealth ",45455,2705,"Richard Roxburgh",388,"PG-13",1.35e+08,2005,780,5,0,"Thriller_Action"
"Zack Snyder",451,215,0,413,"Billy Crudup",986,107503316,"Matt Frewer","Watchmen ",392474,2530,"Stephen McHattie",1229,"R",1.3e+08,2009,745,7.7,18000,"Drama_Crime_Action"
"Richard Donner",141,127,503,91,"Rene Russo",5000,129734803,"Jet Li","Lethal Weapon 4 ",127497,6171,"Darlene Love",287,"R",1.4e+08,1998,808,6.6,0,"Thriller_Crime_Action"
"Ang Lee",267,138,0,258,"Regi Davis",820,132122995,"Kevin Rankin","Hulk ",212106,1814,"Celia Weston",1445,"PG-13",1.37e+08,2003,300,5.7,0,"Action"
"Jon M. Chu",351,122,209,934,"Dwayne Johnson",17000,122512052,"Channing Tatum","G.I. Joe: Retaliation ",146352,31958,"Elodie Yung",288,"PG-13",1.3e+08,2013,12000,5.8,42000,"Thriller_Action"
"Joe Johnston",510,124,394,2000,"Dominic Cooper",11000,176636816,"Chris Evans","Captain America: The First Avenger ",508818,19761,"Hayley Atwell",679,"PG-13",1.4e+08,2011,3000,6.9,46000,"Action"
"Peter Weir",244,138,608,168,"Lee Ingleby",613,93926386,"James D'Arcy","Master and Commander: The Far Side of the World ",168207,1205,"David Threlfall",684,"PG-13",1.5e+08,2003,172,7.4,0,"Drama_Action"
"Bill Condon",322,115,386,12000,"Kristen Stewart",21000,292298923,"Robert Pattinson","The Twilight Saga: Breaking Dawn - Part 2 ",185394,59177,"Taylor Lautner",329,"PG-13",1.2e+08,2012,17000,5.5,65000,"Romance_Drama_Action"
"Louis Leterrier",354,135,255,882,"Peter Mensah",3000,134518390,"Ty Burrell","The Incredible Hulk ",326286,5811,"William Hurt",643,"PG-13",1.5e+08,2008,1000,6.8,0,"Action"
"Alejandro G. Iñárritu",556,156,0,733,"Tom Hardy",29000,183635922,"Leonardo DiCaprio","The Revenant ",406020,57108,"Lukas Haas",1188,"R",1.35e+08,2015,27000,8.1,190000,"Drama_Thriller_Action"
"David Soren",166,96,13,463,"Snoop Dogg",16000,83024900,"Ryan Reynolds","Turbo ",62424,17416,"Ben Schwartz",90,"PG",1.35e+08,2013,881,6.5,13000,"Comedy_Action"
"Gore Verbinski",362,107,563,939,"Ray Winstone",40000,123207194,"Johnny Depp","Rango ",183208,43291,"Stephen Root",337,"PG",1.35e+08,2011,1000,7.2,26000,"Comedy_Action"
"Eric Darnell",153,92,35,179,"Annet Mahendru",19000,83348920,"Benedict Cumberbatch","Penguins of Madagascar ",60230,19963,"Andy Richter",118,"PG",1.32e+08,2014,411,6.7,11000,"Comedy_Action"
"Paul Greengrass",329,115,521,883,"Edgar Ramírez",13000,227137090,"Matt Damon","The Bourne Ultimatum ",491077,17369,"Albert Finney",820,"PG-13",1.1e+08,2007,897,8.1,0,"Thriller_Crime_Action"
"Mark Osborne",266,92,54,562,"Wayne Knight",11000,215395021,"Angelina Jolie Pitt","Kung Fu Panda ",307029,12754,"Dan Fogler",360,"PG",1.3e+08,2008,967,7.6,6000,"Comedy_Action"
"Peyton Reed",517,117,235,680,"Hayley Atwell",2000,180191634,"Judy Greer","Ant-Man ",313866,5730,"T.I.",549,"PG-13",1.3e+08,2015,2000,7.4,61000,"Comedy_Action"
"Francis Lawrence",502,146,508,523,"Josh Hutcherson",34000,424645577,"Jennifer Lawrence","The Hunger Games: Catching Fire ",498397,49355,"Sandra Ellis Lafferty",706,"PG-13",1.3e+08,2013,14000,7.6,82000,"Thriller_Action"
"Bill Condon",322,115,386,12000,"Kristen Stewart",21000,292298923,"Robert Pattinson","The Twilight Saga: Breaking Dawn - Part 2 ",185394,59177,"Taylor Lautner",329,"PG-13",1.2e+08,2012,17000,5.5,65000,"Romance_Drama_Action"
"Tim Johnson",165,94,12,183,"Matt Jones",17000,177343675,"Jim Parsons","Home ",70121,17883,"April Winchell",214,"PG",1.35e+08,2015,523,6.7,26000,"Comedy_Action"
"Steven Spielberg",401,116,14000,807,"Lisa Ann Walter",10000,234277056,"Tom Cruise","War of the Worlds ",334345,12758,"Rick Gonzalez",2741,"PG-13",1.32e+08,2005,1000,6.5,0,"Thriller_Action"
"Michael Bay",94,147,0,877,"Henry Rollins",10000,138396624,"Will Smith","Bad Boys II ",178126,12954,"Jordi Mollà",511,"R",1.3e+08,2003,898,6.6,0,"Comedy_Thriller_Crime_Action"
"Chris Miller",246,90,50,397,"Constance Marie",4000,149234747,"Salma Hayek","Puss in Boots ",114287,5046,"Amy Sedaris",137,"PG",1.3e+08,2011,442,6.7,16000,"Comedy_Action"
"Phillip Noyce",330,101,176,282,"Andre Braugher",11000,118311368,"Angelina Jolie Pitt","Salt ",245621,12406,"August Diehl",514,"PG-13",1.1e+08,2010,702,6.4,23000,"Thriller_Crime_Action"
"Darren Aronofsky",434,138,0,8000,"Emma Watson",12000,101160529,"Anthony Hopkins","Noah ",200022,32355,"Logan Lerman",1240,"PG-13",1.25e+08,2014,9000,5.8,71000,"Drama_Action"
"M. Night Shyamalan",349,100,0,894,"Zoë Kravitz",10000,60522097,"Will Smith","After Earth ",158720,14168,"Glenn Morshower",744,"PG-13",1.3e+08,2013,943,4.9,37000,"Action"
"Eric Leighton",145,82,0,388,"D.B. Sweeney",1000,137748063,"Alfre Woodard","Dinosaur ",38438,2945,"Della Reese",241,"PG",127500000,2000,558,6.5,0,"Thriller_Action"
"Shawn Levy",154,98,189,1000,"Rami Malek",49000,113733726,"Robin Williams","Night at the Museum: Secret of the Tomb ",67223,53587,"Steve Coogan",126,"PG",1.27e+08,2014,3000,6.2,11000,"Comedy_Action"
"Tom McGrath",233,95,96,8000,"Brad Pitt",24000,148337537,"J.K. Simmons","Megamind ",172754,46120,"Will Ferrell",187,"PG",1.3e+08,2010,11000,7.3,13000,"Comedy_Action"
"Robert Schwentke",208,96,124,1000,"Jeff Bridges",16000,33592415,"Ryan Reynolds","R.I.P.D. ",91640,31549,"Stephanie Szostak",210,"PG-13",1.3e+08,2013,12000,5.6,20000,"Comedy_Action"
"Gore Verbinski",271,143,563,1000,"Orlando Bloom",40000,305388685,"Johnny Depp","Pirates of the Caribbean: The Curse of the Black Pearl ",809474,48184,"Jack Davenport",2113,"PG-13",1.4e+08,2003,5000,8.1,10000,"Action"
"Francis Lawrence",403,123,508,14000,"Philip Seymour Hoffman",34000,337103873,"Jennifer Lawrence","The Hunger Games: Mockingjay - Part 1 ",305008,81385,"Josh Hutcherson",591,"PG-13",1.25e+08,2014,22000,6.7,52000,"Thriller_Action"
"Ron Howard",294,174,2000,362,"Seth Gabel",15000,217536138,"Tom Hanks","The Da Vinci Code ",314253,16008,"Jürgen Prochnow",1966,"PG-13",1.25e+08,2006,574,6.6,0,"Thriller_Crime"
"Carlos Saldanha",159,101,107,56,"Rachel Crow",688,131536019,"Miguel Ferrer","Rio 2 ",58498,1031,"Jeffrey Garcia",99,"G",1.03e+08,2014,237,6.4,0,"Comedy_Action"
"Justin Lin",342,132,681,12000,"Vin Diesel",23000,209805005,"Paul Walker","Fast Five ",284792,55345,"Dwayne Johnson",366,"PG-13",1.25e+08,2011,14000,7.3,54000,"Thriller_Crime_Action"
"Guy Ritchie",382,129,0,154,"Eddie Marsan",21000,186830669,"Robert Downey Jr.","Sherlock Holmes: A Game of Shadows ",338635,22403,"Paul Anderson",412,"PG-13",1.25e+08,2011,979,7.5,39000,"Thriller_Crime_Action"
"Louis Leterrier",344,106,255,850,"Jason Flemyng",14000,163192114,"Liam Neeson","Clash of the Titans ",229679,18003,"Alexa Davalos",637,"PG-13",1.25e+08,2010,1000,5.8,15000,"Action"
"Paul Verhoeven",196,113,719,217,"Rachel Ticotin",605,119412921,"Ronny Cox","Total Recall ",240241,1441,"Marshall Bell",391,"R",6.5e+07,1990,308,7.5,0,"Action"
"John McTiernan",85,102,323,241,"Vladimir Kulich",845,32694788,"Tony Curran","The 13th Warrior ",101411,1815,"Clive Russell",546,"R",8.5e+07,1999,372,6.6,0,"Action"
"Tony Gilroy",436,135,209,602,"Scott Glenn",10000,113165635,"Jeremy Renner","The Bourne Legacy ",229823,12175,"Stacy Keach",504,"PG-13",1.25e+08,2012,826,6.7,31000,"Thriller_Action"
"Joel Schumacher",183,125,541,409,"Vivica A. Fox",920,107285004,"Michael Gough","Batman & Robin ",189855,2699,"John Glover",1018,"PG-13",1.25e+08,1997,890,3.7,0,"Action"
"Ron Howard",175,110,2000,636,"T.J. Thyne",1000,260031035,"Clint Howard","How the Grinch Stole Christmas ",141414,4146,"Molly Shannon",482,"PG",1.23e+08,2000,722,6,0,"Comedy_Action"
"Roland Emmerich",239,124,776,812,"Dennis Quaid",15000,186739919,"Jake Gyllenhaal","The Day After Tomorrow ",333248,20553,"Sela Ward",1159,"PG-13",1.25e+08,2004,2000,6.4,19000,"Thriller_Action"
"John Woo",237,123,610,653,"Dougray Scott",10000,215397307,"Tom Cruise","Mission: Impossible II ",242188,11930,"Richard Roxburgh",1426,"PG-13",1.25e+08,2000,794,6.1,0,"Thriller_Action"
"Wolfgang Petersen",231,130,249,461,"Mary Elizabeth Mastrantonio",784,182618434,"Karen Allen","The Perfect Storm ",133076,2684,"Bob Gunton",779,"PG-13",1.4e+08,2000,638,6.4,0,"Drama_Thriller_Action"
"Tim Story",262,92,167,702,"Ioan Gruffudd",11000,131920333,"Chris Evans","Fantastic 4: Rise of the Silver Surfer ",213275,15302,"Andre Braugher",436,"PG",1.3e+08,2007,2000,5.6,0,"Thriller_Action"
"Ang Lee",552,127,0,341,"Rafe Spall",774,124976634,"Suraj Sharma","Life of Pi ",440084,2121,"Tabu",755,"PG",1.2e+08,2012,358,8,122000,"Drama_Action"
"Mark Steven Johnson",276,123,160,402,"Matt Long",12000,115802596,"Nicolas Cage","Ghost Rider ",182661,14017,"Peter Fonda",681,"PG-13",1.1e+08,2007,701,5.2,0,"Thriller_Action"
"McG",102,107,368,1000,"Bernie Mac",2000,100685880,"Demi Moore","Charlie's Angels: Full Throttle ",100821,4046,"Justin Theroux",554,"PG-13",1.2e+08,2003,1000,4.8,0,"Comedy_Crime_Action"
"Rob Minkoff",71,77,50,537,"Brad Garrett",886,64736114,"Nathan Lane","Stuart Little 2 ",36471,2682,"Melanie Griffith",69,"PG",1.2e+08,2002,799,5.4,459,"Comedy_Action"
"Neill Blomkamp",476,109,662,1000,"Sharlto Copley",13000,93050117,"Matt Damon","Elysium ",338087,17689,"Alice Braga",814,"R",1.15e+08,2013,2000,6.6,61000,"Drama_Thriller_Action"
"David Twohy",207,134,123,567,"Alexa Davalos",14000,57637485,"Vin Diesel","The Chronicles of Riddick ",183909,17159,"Christina Cox",666,"PG-13",1.05e+08,2004,850,6.7,0,"Thriller_Action"
"José Padilha",492,117,294,1000,"Abbie Cornish",10000,58607007,"Gary Oldman","RoboCop ",182899,14161,"Jennifer Ehle",630,"PG-13",1e+08,2014,2000,6.2,60000,"Thriller_Crime_Action"
"Lana Wachowski",284,135,0,87,"Kick Gurry",690,43929341,"Scott Porter","Speed Racer ",57873,902,"Nicholas Elia",414,"PG",1.2e+08,2008,107,6.1,0,"Action"
"James L. Brooks",168,121,274,157,"Domenick Lombardozzi",273,30212620,"Shelley Conn","How Do You Know ",35066,993,"Teyonah Parris",196,"PG-13",1.2e+08,2010,216,5.3,0,"Romance_Comedy_Drama"
"James Mangold",283,117,446,877,"Marc Blucas",10000,76418654,"Tom Cruise","Knight and Day ",148280,12731,"Jordi Mollà",348,"PG-13",1.17e+08,2010,973,6.3,11000,"Romance_Comedy_Action"
"George Lucas",359,140,0,4000,"Christopher Lee",20000,380262555,"Natalie Portman","Star Wars: Episode III - Revenge of the Sith ",520104,44042,"Hayden Christensen",3286,"PG-13",1.13e+08,2005,16000,7.6,10000,"Action"
"George Lucas",284,142,0,4000,"Christopher Lee",20000,310675583,"Natalie Portman","Star Wars: Episode II - Attack of the Clones ",464310,42990,"Hayden Christensen",3516,"PG",1.15e+08,2002,16000,6.7,0,"Action"
"Pete Docter",250,92,0,773,"John Ratzenberger",12000,289907418,"Steve Buscemi","Monsters, Inc. ",585659,15013,"James Coburn",593,"G",1.15e+08,2001,1000,8.1,0,"Comedy_Action"
"James Mangold",440,138,446,929,"Tao Okamoto",20000,132550960,"Hugh Jackman","The Wolverine ",328067,23755,"Rila Fukushima",533,"PG-13",1.2e+08,2013,992,6.7,68000,"Thriller_Action"
"George Lucas",320,136,0,1000,"Liam Neeson",20000,474544677,"Natalie Portman","Star Wars: Episode I - The Phantom Menace ",534658,37723,"Ian McDiarmid",3597,"PG",1.15e+08,1999,14000,6.5,13000,"Action"
"Kirk De Micco",257,98,16,12000,"Emma Stone",16000,187165546,"Ryan Reynolds","The Croods ",150618,43286,"Nicolas Cage",195,"PG",1.35e+08,2013,15000,7.3,28000,"Comedy_Action"
"John Woo",152,153,610,617,"Roger Willie",12000,40911830,"Nicolas Cage","Windtalkers ",55994,15046,"Noah Emmerich",454,"R",1.15e+08,2002,836,6,0,"Drama_Action"
"Cedric Nicolas-Troyan",231,120,19,9000,"Sam Claflin",26000,47952020,"Chris Hemsworth","The Huntsman: Winter's War ",37750,46719,"Charlize Theron",134,"PG-13",1.15e+08,2016,11000,6.1,16000,"Drama_Action"
"Jonathan Liebesman",348,101,473,429,"Danny Woodburn",833,190871240,"Noel Fisher","Teenage Mutant Ninja Turtles ",167085,2690,"Jeremy Howard",491,"PG-13",1.25e+08,2014,809,5.9,62000,"Comedy_Action"
"Roger Donaldson",93,108,79,268,"Grant Heslov",650,67155742,"Jamie Renée Smith","Dante's Peak ",62271,1569,"Tzi Ma",277,"PG-13",1.16e+08,1997,293,5.8,0,"Thriller_Action"
"Dave Green",181,112,13,799,"Noel Fisher",5000,81638674,"Stephen Amell","Teenage Mutant Ninja Turtles: Out of the Shadows ",17533,8306,"Brad Garrett",115,"PG-13",1.35e+08,2016,833,6.3,12000,"Comedy_Action"
"Josh Trank",369,100,128,78,"Reg E. Cathey",596,56114221,"Tim Blake Nelson","Fantastic Four ",110486,1261,"Tim Heidecker",695,"PG-13",1.2e+08,2015,360,4.3,41000,"Action"
"Shawn Levy",179,108,189,1000,"Rami Malek",49000,250863268,"Robin Williams","Night at the Museum ",234480,55486,"Steve Coogan",444,"PG",1.1e+08,2006,3000,6.4,3000,"Comedy_Action"
"Brad Peyton",358,114,62,884,"Ioan Gruffudd",12000,155181732,"Dwayne Johnson","San Andreas ",147497,16718,"Archie Panjabi",499,"PG-13",1.1e+08,2015,2000,6.1,52000,"Drama_Thriller_Action"
"Roland Emmerich",192,142,776,1000,"Adam Baldwin",13000,113330342,"Heath Ledger","The Patriot ",207613,19454,"Tom Wilkinson",1144,"R",1.1e+08,2000,2000,7.1,4000,"Drama_Action"
"Steven Soderbergh",198,125,0,350,"Julia Roberts",11000,125531634,"Brad Pitt","Ocean's Twelve ",284852,19359,"Mini Anden",627,"PG-13",1.1e+08,2004,8000,6.4,0,"Thriller_Crime"
"Robert Schwentke",263,119,124,1000,"Theo James",14000,129995817,"Kate Winslet","Insurgent ",154621,22622,"Mekhi Phifer",258,"PG-13",1.1e+08,2015,5000,6.3,27000,"Thriller_Action"
"Rob Letterman",184,85,11,116,"Catherine Tate",480,42776259,"James Corden","Gulliver's Travels ",53160,1173,"Olly Alexander",121,"PG",1.12e+08,2010,392,4.9,0,"Comedy_Action"
"Michel Gondry",447,119,1000,741,"Tom Wilkinson",11000,98780042,"Christoph Waltz","The Green Hornet ",136019,13391,"Chad L. Coleman",443,"PG-13",1.2e+08,2011,1000,5.8,14000,"Comedy_Thriller_Crime_Action"
"Noam Murro",366,102,263,1000,"Sullivan Stapleton",6000,106369117,"Eva Green","300: Rise of an Empire ",225273,10583,"Peter Mensah",523,"R",1.1e+08,2014,1000,6.2,71000,"Drama_Action"
"Raja Gosnell",172,103,67,111,"Tim Gunn",383,142614158,"Mahadeo Shivraj","The Smurfs ",66593,692,"Madison McKinley",153,"PG",1.1e+08,2011,113,5.5,31000,"Comedy_Action"
"Will Finn",104,76,6,421,"Roseanne Barr",12000,50026353,"Steve Buscemi","Home on the Range ",13581,13607,"G.W. Bailey",88,"PG",1.1e+08,2004,513,5.4,304,"Comedy"
"Robert Schwentke",181,120,124,943,"Theo James",6000,66002193,"Naomi Watts","Allegiant ",44296,12452,"Zoë Kravitz",144,"PG-13",1.1e+08,2016,5000,5.8,12000,"Thriller_Crime_Action"
"Shawn Levy",327,127,189,544,"Torey Michael Adkins",20000,85463309,"Hugh Jackman","Real Steel ",254841,22254,"Olga Fonda",426,"PG-13",1.1e+08,2011,929,7.1,36000,"Drama_Action"
"Raja Gosnell",125,105,67,40,"Nancy O'Dell",681,71017784,"Jacob Tremblay","The Smurfs 2 ",27257,914,"Vanessa Matsui",59,"PG",1.05e+08,2013,71,5.4,0,"Comedy_Action"
"Gavin Hood",326,114,151,430,"Moises Arias",11000,61656849,"Harrison Ford","Ender's Game ",184561,12908,"Aramis Knight",554,"PG-13",1.1e+08,2013,635,6.7,123000,"Action"
"Len Wiseman",354,129,235,297,"Jonathan Sadowski",13000,134520804,"Bruce Willis","Live Free or Die Hard ",336235,13961,"Cyril Raffaelli",782,"PG-13",1.1e+08,2007,300,7.2,0,"Thriller_Action"
"Frank Coraci",188,120,153,447,"Steve Coogan",1000,24004159,"Jim Broadbent","Around the World in 80 Days ",68720,3175,"Cécile De France",191,"PG",1.1e+08,2004,1000,5.8,0,"Comedy_Action"
"Bo Welch",109,82,34,434,"Kelly Preston",760,100446895,"Sean Hayes","The Cat in the Hat ",36033,2762,"Spencer Breslin",456,"PG",1.09e+08,2003,743,3.8,946,"Comedy_Action"
"Alex Proyas",225,115,295,466,"Bruce Greenwood",10000,144795350,"Will Smith","I, Robot ",387632,12068,"Chi McBride",789,"PG-13",1.2e+08,2004,981,7.1,0,"Thriller_Crime_Action"
"Ridley Scott",239,194,0,195,"Orlando Bloom",14000,47396698,"Liam Neeson","Kingdom of Heaven ",217373,19600,"Philip Glenister",942,"R",1.3e+08,2005,5000,7.2,0,"Drama_Action"
"Ridley Scott",568,151,0,372,"Donald Glover",13000,228430993,"Matt Damon","The Martian ",472488,14831,"Benedict Wong",1023,"PG-13",1.08e+08,2015,801,8.1,153000,"Drama_Action"
"Dominic Sena",175,127,57,3000,"Angelina Jolie Pitt",12000,101643008,"Nicolas Cage","Gone in Sixty Seconds ",218341,29069,"Robert Duvall",498,"PG-13",9e+07,2000,11000,6.5,0,"Thriller_Crime_Action"
"Ridley Scott",265,171,0,695,"Connie Nielsen",3000,187670866,"Djimon Hounsou","Gladiator ",982637,6521,"Oliver Reed",2368,"R",1.03e+08,2000,933,8.5,21000,"Romance_Drama_Action"
"Steven Spielberg",252,145,14000,533,"Frank Grillo",10000,132014112,"Tom Cruise","Minority Report ",399651,12546,"Jessica Capshaw",1331,"PG-13",1.02e+08,2002,798,7.7,0,"Thriller_Crime_Action"
"Tim Burton",230,119,13000,567,"Estella Warren",1000,180011740,"Cary-Hiroyuki Tagawa","Planet of the Apes ",177725,2776,"Erick Avari",1368,"PG-13",1e+08,2001,658,5.7,0,"Thriller_Action"
"James Cameron",210,153,0,539,"Jenette Goldstein",780,204843350,"Joe Morton","Terminator 2: Judgment Day ",744891,2829,"S. Epatha Merkerson",983,"R",1.02e+08,1991,604,8.5,13000,"Action"
"Ridley Scott",300,176,0,561,"Ruby Dee",18000,130127620,"Denzel Washington","American Gangster ",324671,20354,"RZA",458,"R",1e+08,2007,782,7.8,0,"Drama_Crime"
"James Cameron",94,141,0,618,"Tia Carrere",2000,146282411,"Jamie Lee Curtis","True Lies ",190439,4528,"Tom Arnold",351,"R",1.15e+08,1994,1000,7.2,0,"Comedy_Thriller_Action"
"Tony Scott",267,106,12000,385,"Ramon Rodriguez",18000,65452312,"Denzel Washington","The Taking of Pelham 1 2 3 ",149998,19906,"Michael Rispoli",285,"R",1e+08,2009,464,6.4,0,"Thriller_Crime_Action"
"Paul Weitz",180,98,80,708,"Blythe Danner",22000,148383780,"Robert De Niro","Little Fockers ",85531,24082,"Teri Polo",152,"PG-13",1e+08,2010,713,5.5,0,"Romance_Comedy"
"Adam McKay",265,116,285,107,"Will Ferrell",12000,119219978,"Dwayne Johnson","The Other Guys ",189806,20233,"Derek Jeter",316,"PG-13",1e+08,2010,8000,6.7,16000,"Comedy_Crime_Action"
"Chuck Russell",81,115,55,383,"James Coburn",1000,101228120,"Vanessa Williams","Eraser ",84424,3454,"Roma Maffia",131,"R",1e+08,1996,773,6.1,0,"Drama_Thriller_Crime_Action"
"Quentin Tarantino",765,165,16000,265,"Christoph Waltz",29000,162804648,"Leonardo DiCaprio","Django Unchained ",955174,40978,"Ato Essandoh",1193,"R",1e+08,2012,11000,8.5,199000,"Drama"
"Gary Trousdale",80,91,21,542,"Jason Alexander",2000,100117603,"Demi Moore","The Hunchback of Notre Dame ",102933,4842,"Bill Fagerbakke",230,"G",1e+08,1996,700,6.9,0,"Romance_Drama"
"Mark Dindal",141,78,10,253,"Wendie Malick",558,89296573,"Eartha Kitt","The Emperor's New Groove ",128285,2039,"John Fiedler",297,"G",1e+08,2000,452,7.3,0,"Comedy_Action"
"Simon West",383,103,165,13000,"Sylvester Stallone",26000,85017401,"Jason Statham","The Expendables 2 ",246803,57881,"Bruce Willis",474,"R",9.2e+07,2012,13000,6.7,108000,"Thriller_Action"
"Jon Turteltaub",193,131,226,341,"Armando Riesco",12000,173005002,"Nicolas Cage","National Treasure ",255447,13679,"Annie Parisse",692,"PG",1e+08,2004,625,6.9,0,"Comedy_Crime_Action"
"Joe Wright",256,111,456,394,"Cara Delevingne",20000,34964818,"Hugh Jackman","Pan ",39956,21393,"Nonso Anozie",186,"PG",1.5e+08,2015,548,5.8,24000,"Action"
"Chris Wedge",203,102,77,120,"Emma Kenney",14000,107515297,"Josh Hutcherson","Epic ",85833,14552,"Troy Evans",113,"PG",1e+08,2013,151,6.7,17000,"Action"
"Peter Hyams",174,121,0,595,"Mark Margolis",1000,66862068,"CCH Pounder","End of Days ",89509,3903,"Udo Kier",524,"R",8.3e+07,1999,1000,5.7,2000,"Thriller_Crime_Action"
"Joel Schumacher",144,121,541,680,"Rene Auberjonois",920,184031112,"Michael Gough","Batman Forever ",190786,2880,"Debi Mazar",539,"PG-13",1e+08,1995,710,5.4,0,"Action"
"Paul Verhoeven",192,129,719,423,"Patrick Muldoon",660,54700065,"Jake Busey","Starship Troopers ",221521,2031,"Seth Gilliam",1049,"R",1.05e+08,1997,475,7.2,0,"Action"
"Zack Snyder",188,101,0,577,"Richard Roxburgh",2000,55673333,"Abbie Cornish","Legend of the Guardians: The Owls of Ga'Hoole ",65785,4286,"Anthony LaPaglia",160,"PG",8e+07,2010,653,7,16000,"Action"
"Brett Ratner",245,101,420,467,"Rufus Sewell",12000,72660029,"Dwayne Johnson","Hercules ",115687,16235,"Ingrid Bolsø Berdal",269,"PG-13",1e+08,2014,3000,6,21000,"Action"
